,Cve_LA,Viaje,Clase,Precio,Ruta,Cve_Cliente,ID_Pasajero,Pasajero,Edad
306,SW,2017-02-03,Economy,93,DAL-TUL,682.0,682.0,Scot Wooten,72.0
307,AV,2017-02-14,First Class,78,DAL-TUL,669.0,669.0,Jason Crane,32.0
308,KL,2017-10-06,Economy,120,DAL-MDW,709.0,709.0,Daniel Rodriguez,49.0
309,AM,2017-09-19,First Class,250,DAL-AUS,693.0,693.0,Shahid Shariari,67.0
310,KL,2017-06-16,Business,55,DAL-MDW,38.0,38.0,Anemone Ratner,39.0
311,AM,2017-11-16,First Class,81,DAL-ATL,715.0,715.0,Justin Martin,48.0
312,AM,2017-10-19,Economy,217,DAL-AUS,682.0,682.0,Scot Wooten,72.0
313,SW,2017-04-13,Economy,132,DAL-MDW,570.0,,,
314,AV,2017-02-26,First Class,160,DAL-OKC,560.0,560.0,Carrie Moody,37.0
315,AM,2017-10-10,Business,204,DAL-AMA,627.0,627.0,Jordan English,52.0
316,AM,2017-07-06,Business,201,DAL-ATL,669.0,669.0,Jason Crane,32.0
317,SW,2017-08-10,First Class,54,DAL-OKC,38.0,38.0,Anemone Ratner,39.0
318,AM,2017-01-21,Business,61,DAL-LGA,38.0,38.0,Anemone Ratner,39.0
319,AM,2017-11-26,Economy,179,DAL-OKC,712.0,712.0,Scott Knox,46.0
320,AA,2017-04-17,First Class,210,DAL-ATL,709.0,709.0,Daniel Rodriguez,49.0
321,SW,2017-10-25,First Class,166,DAL-OKC,38.0,38.0,Anemone Ratner,39.0
322,KL,2017-06-17,Business,123,DAL-TUL,191.0,191.0,Dan Reichenbach,55.0
323,AV,2017-03-15,First Class,114,DAL-HOU,682.0,682.0,Scot Wooten,72.0
324,AV,2017-11-17,First Class,75,DAL-MDW,582.0,,,
325,SW,2017-02-04,Economy,93,DAL-ELP,682.0,682.0,Scot Wooten,72.0
326,SW,2017-08-15,First Class,237,DAL-SLC,550.0,550.0,Christopher Bridges,54.0
327,AA,2017-02-08,Economy,205,DAL-ATL,682.0,682.0,Scot Wooten,72.0
328,SW,2017-09-25,Economy,109,DAL-PHX,570.0,,,
329,AM,2017-01-28,First Class,52,DAL-ELP,191.0,191.0,Dan Reichenbach,55.0
330,AV,2017-08-01,Economy,153,DAL-TUL,693.0,693.0,Shahid Shariari,67.0
331,SW,2017-06-23,First Class,256,DAL-SLC,717.0,,,
332,KL,2017-08-11,First Class,204,DAL-AMA,712.0,712.0,Scott Knox,46.0
333,AM,2017-08-15,Business,206,DAL-MDW,693.0,693.0,Shahid Shariari,67.0
334,AM,2017-08-26,Business,61,DAL-SLC,582.0,,,
335,KL,2017-07-23,Business,242,DAL-SLC,38.0,38.0,Anemone Ratner,39.0
336,SW,2017-03-01,First Class,153,DAL-PHX,730.0,730.0,Timothy Moore,21.0
337,SW,2017-11-24,First Class,210,DAL-OKC,715.0,715.0,Justin Martin,48.0
338,AM,2017-04-06,Business,113,DAL-ELP,671.0,671.0,David Lee,62.0
339,SW,2017-10-27,Business,120,DAL-PHX,682.0,682.0,Scot Wooten,72.0
340,AV,2017-08-08,Economy,110,DAL-GRR,550.0,550.0,Christopher Bridges,54.0
341,AV,2017-09-07,First Class,163,DAL-SLC,619.0,619.0,Timothy Adkins,66.0
342,KL,2017-11-06,Business,88,DAL-LGA,637.0,637.0,Rob Beeghly,29.0
343,KL,2017-02-02,Economy,152,DAL-SLC,742.0,,,
344,AV,2017-02-07,Business,101,DAL-ELP,682.0,682.0,Scot Wooten,72.0
345,AV,2017-09-01,First Class,166,DAL-LGA,729.0,729.0,Kendra Daniel,59.0
346,AM,2017-04-10,First Class,245,DAL-GRR,693.0,693.0,Shahid Shariari,67.0
347,AV,2017-11-15,Economy,150,DAL-OKC,619.0,619.0,Timothy Adkins,66.0
348,AA,2017-11-07,Business,65,DAL-SLC,582.0,,,
349,AM,2017-03-22,Economy,216,DAL-PHX,717.0,,,
350,KL,2017-05-13,First Class,257,DAL-TUL,701.0,701.0,Linda Walker,72.0
351,AM,2017-05-24,Business,194,DAL-AMA,625.0,625.0,Monique Ramirez,35.0
352,SW,2017-10-16,Economy,97,DAL-TUL,38.0,38.0,Anemone Ratner,39.0
353,AV,2017-09-16,First Class,79,DAL-AUS,38.0,38.0,Anemone Ratner,39.0
354,AA,2017-08-12,Business,227,DAL-SLC,712.0,712.0,Scott Knox,46.0
355,SW,2017-11-28,Business,220,DAL-GRR,701.0,701.0,Linda Walker,72.0
356,SW,2017-05-03,Business,268,DAL-PHX,191.0,191.0,Dan Reichenbach,55.0
357,AA,2017-05-13,First Class,149,DAL-ATL,560.0,560.0,Carrie Moody,37.0
358,AA,2017-07-20,First Class,242,DAL-LGA,627.0,627.0,Jordan English,52.0
359,KL,2017-06-17,Business,217,DAL-SLC,717.0,,,
360,AV,2017-06-16,Business,126,DAL-TUL,742.0,,,
361,KL,2017-03-20,Economy,191,DAL-AMA,682.0,682.0,Scot Wooten,72.0
362,SW,2017-05-09,Business,165,DAL-SLC,714.0,714.0,Sheena Morgan,56.0
363,AA,2017-05-17,Economy,116,DAL-HOU,669.0,669.0,Jason Crane,32.0
364,KL,2017-06-19,Economy,64,DAL-ELP,682.0,682.0,Scot Wooten,72.0
365,AM,2017-10-14,Business,132,DAL-SLC,682.0,682.0,Scot Wooten,72.0
366,AA,2017-02-04,Business,79,DAL-AUS,715.0,715.0,Justin Martin,48.0
367,SW,2017-06-02,First Class,176,DAL-ELP,717.0,,,
368,AV,2017-06-05,Business,177,DAL-TUL,570.0,,,
369,AV,2017-03-12,Economy,226,DAL-GRR,38.0,38.0,Anemone Ratner,39.0
370,AM,2017-07-10,Economy,186,DAL-OKC,671.0,671.0,David Lee,62.0
371,AM,2017-08-24,Business,123,DAL-TUL,682.0,682.0,Scot Wooten,72.0
372,KL,2017-09-05,Business,222,DAL-AUS,582.0,,,
373,AA,2017-10-18,Business,112,DAL-LGA,38.0,38.0,Anemone Ratner,39.0
374,AM,2017-05-10,Business,158,DAL-GRR,671.0,671.0,David Lee,62.0
375,AM,2017-05-16,First Class,164,DAL-LGA,38.0,38.0,Anemone Ratner,39.0
376,AM,2017-05-10,First Class,123,DAL-MDW,191.0,191.0,Dan Reichenbach,55.0
377,KL,2017-02-06,Economy,178,DAL-GRR,637.0,637.0,Rob Beeghly,29.0
378,AM,2017-11-04,Economy,129,DAL-TUL,712.0,712.0,Scott Knox,46.0
379,AV,2017-06-19,Business,89,DAL-MDW,698.0,698.0,Bridget Lopez,27.0
380,SW,2017-01-14,Business,180,DAL-MDW,627.0,627.0,Jordan English,52.0
381,AV,2017-08-13,Economy,147,DAL-ATL,570.0,,,
382,AA,2017-04-11,First Class,255,DAL-AUS,701.0,701.0,Linda Walker,72.0
383,AM,2017-08-04,First Class,72,DAL-MDW,682.0,682.0,Scot Wooten,72.0
384,SW,2017-04-29,Economy,162,DAL-SLC,627.0,627.0,Jordan English,52.0
385,AM,2017-07-01,Business,168,DAL-TUL,38.0,38.0,Anemone Ratner,39.0
386,AM,2017-10-13,First Class,265,DAL-TUL,38.0,38.0,Anemone Ratner,39.0
387,AA,2017-06-27,Economy,119,DAL-AMA,729.0,729.0,Kendra Daniel,59.0
388,SW,2017-08-19,First Class,62,DAL-HOU,730.0,730.0,Timothy Moore,21.0
389,SW,2017-08-16,Economy,229,DAL-TUL,627.0,627.0,Jordan English,52.0
390,AM,2017-06-05,First Class,85,DAL-AMA,669.0,669.0,Jason Crane,32.0
391,AM,2017-06-02,First Class,55,DAL-TUL,693.0,693.0,Shahid Shariari,67.0
392,AV,2017-02-09,Business,140,DAL-MDW,637.0,637.0,Rob Beeghly,29.0
393,AA,2017-11-27,Business,232,DAL-HOU,723.0,723.0,Henry Griffin,68.0
394,DA,2016-05-09,Economy,60,DAL-AUS,,,,
395,SW,2016-05-09,Economy,95,DAL-AUS,,,,
396,UA,2017-01-01,Economy,90,DAL-PHX,,,,
397,DA,2017-01-01,Economy,149,DAL-PHX,,,,
398,AM,2017-10-10,First Class,119,DAL-PHX,,,,
399,AM,2017-10-10,Economy,268,DAL-PHX,,,,
